expenditure,income,maininc,region,nadults,nkids,SexHRP,housing,internet
121.95,128.967,other so,Eastern,1 adult,No child,Female,Owned,0
119.8984,200.24200000000002,other so,East Mid,1 adult,No child,Female,Owned,1
566.7589,803.84,earnings,London,2 adults,No child,Female,Owned,1
469.4335,256.224,other so,Yorkshir,2 adults,No child,Male,Owned,0
58.23209,138.25,other so,Yorkshir,1 adult,No child,Male,Owned,1
322.263,275.48,earnings,Scotland,1 adult,No child,Female,Private,1
562.7344,930.1,earnings,West Mid,3 adults,No child,Female,Public r,1
280.525,102.382,other so,London,1 adult,No child,Male,Owned,1
222.3593,300.742,other so,North Ea,2 adults,No child,Female,Owned,1
364.8668,587.85,earnings,West Mid,2 adults,Two or m,Male,Owned,1
596.3212,770.0,earnings,South Ea,2 adults,One chil,Male,Private,1
361.5373,478.64,earnings,North We,2 adults,One chil,Male,Owned,1
318.4214,181.22400000000002,other so,South Ea,2 adults,No child,Male,Owned,1
1175.0,1184.99,earnings,North Ea,2 adults,One chil,Female,Private,1
946.7051,1008.79,earnings,Yorkshir,2 adults,Two or m,Male,Owned,1
185.56,283.65,other so,North We,1 adult,No child,Female,Private,0
1168.479,1184.99,earnings,North We,2 adults,Two or m,Male,Owned,1
90.495,171.5,other so,Wales,1 adult,No child,Female,Owned,1
213.05700000000002,358.15,other so,London,2 adults,One chil,Female,Public r,1
592.0491,893.3365,other so,South We,2 adults,No child,Male,Owned,1
422.4019,705.52,earnings,South We,2 adults,One chil,Male,Private,1
270.3427,498.272,other so,Eastern,2 adults,No child,Male,Owned,1
306.6539,321.8515,other so,North We,2 adults,No child,Male,Owned,1
920.3560000000001,1184.99,earnings,Scotland,3 adults,One chil,Male,Private,1
333.6427,712.954,other so,West Mid,2 adults,No child,Male,Owned,0
335.0611,376.59,other so,North Ea,2 adults,No child,Male,Owned,1
525.4590000000001,744.9175,earnings,London,2 adults,No child,Male,Owned,1
193.855,250.39,other so,North We,1 adult,Two or m,Male,Public r,1
651.05,665.8115,earnings,North We,2 adults,Two or m,Male,Public r,1
169.58,337.55,other so,North Ea,2 adults,No child,Female,Public r,0
1175.0,1184.99,earnings,London,2 adults,Two or m,Female,Owned,1
230.5791,329.87199999999996,earnings,East Mid,1 adult,No child,Female,Private,1
785.0544,1002.122,other so,Eastern,2 adults,No child,Male,Owned,1
202.1111,153.3,other so,Yorkshir,1 adult,One chil,Male,Private,1
754.8563,1034.47,earnings,Scotland,2 adults,Two or m,Male,Owned,1
245.24,316.54400000000004,other so,East Mid,2 adults,No child,Male,Public r,0
263.0906,449.59,earnings,North We,2 adults,Two or m,Female,Public r,1
277.8634,415.28,other so,North We,1 adult,No child,Male,Owned,1
90.105,221.40200000000002,other so,East Mid,1 adult,No child,Female,Public r,0
871.1439,515.33,other so,Eastern,1 adult,No child,Female,Owned,1
260.6225,225.282,other so,South We,1 adult,No child,Female,Owned,0
190.6455,261.01,earnings,East Mid,1 adult,No child,Male,Public r,1
464.0545,859.17,earnings,South Ea,2 adults,Two or m,Male,Owned,1
156.5653,179.27,other so,Yorkshir,1 adult,No child,Female,Public r,1
243.2125,234.9,other so,Wales,2 adults,No child,Female,Public r,1
174.7367,291.722,other so,West Mid,1 adult,No child,Male,Public r,0
261.0916,450.9695,other so,Wales,1 adult,No child,Female,Owned,1
239.418,338.8775,earnings,North Ea,1 adult,No child,Male,Owned,1
125.4465,381.96,earnings,Yorkshir,1 adult,No child,Male,Owned,0
632.2749,556.942,other so,Scotland,1 adult,No child,Male,Owned,1
1034.258,282.79,earnings,London,2 adults,One chil,Male,Owned,0
651.8588,692.46,earnings,Yorkshir,2 adults,No child,Female,Owned,1
150.315,157.6895,other so,Northern,1 adult,No child,Female,Owned,0
566.5583,740.98,earnings,South We,2 adults,Two or m,Male,Owned,1
461.7087,1184.99,earnings,West Mid,2 adults,No child,Male,Owned,1
1028.16,1184.99,earnings,Wales,2 adults,Two or m,Female,Owned,1
810.5407,885.56,earnings,London,2 adults,No child,Female,Owned,1
1042.0230000000001,1146.287,earnings,South Ea,2 adults,Two or m,Male,Owned,1
196.09,176.33,earnings,Yorkshir,1 adult,One chil,Female,Public r,1
170.6386,214.7925,earnings,Scotland,1 adult,No child,Male,Owned,1
353.434,836.2,earnings,South Ea,2 adults,No child,Female,Public r,1
494.4958,595.25,earnings,North Ea,2 adults,One chil,Female,Owned,1
558.744,934.01,earnings,Scotland,2 adults,One chil,Male,Owned,1
251.4355,730.465,earnings,Wales,1 adult,No child,Male,Owned,1
998.06,397.18,other so,East Mid,3 adults,No child,Female,Public r,1
527.884,689.45,earnings,South Ea,2 adults,One chil,Female,Owned,1
331.2288,470.21,earnings,Scotland,1 adult,No child,Female,Owned,1
361.9616,818.38,earnings,Eastern,2 adults,Two or m,Male,Owned,1
99.47209000000001,238.17,other so,South Ea,1 adult,No child,Female,Owned,0
642.3963,1056.54,earnings,West Mid,2 adults,Two or m,Male,Owned,1
458.2964,300.68,other so,West Mid,2 adults,No child,Male,Public r,1
155.0592,150.34,earnings,West Mid,1 adult,Two or m,Female,Private,1
1175.0,550.7,earnings,South We,3 adults,No child,Female,Private,1
471.0955,652.2,earnings,South We,2 adults,No child,Male,Owned,1
485.5287,1184.99,earnings,West Mid,2 adults,No child,Male,Private,1
1011.018,1184.99,other so,East Mid,1 adult,No child,Male,Private,1
1175.0,1184.99,earnings,Scotland,2 adults,Two or m,Male,Owned,1
311.985,429.09,other so,London,2 adults,Two or m,Male,Public r,1
502.2749,458.13199999999995,other so,West Mid,2 adults,No child,Male,Owned,1
281.8148,372.3033,earnings,North We,1 adult,No child,Female,Owned,1
298.4752,481.532,other so,Yorkshir,2 adults,No child,Male,Owned,1
153.405,152.27700000000002,other so,Wales,1 adult,No child,Female,Owned,0
616.9026,906.75,earnings,South Ea,1 adult,No child,Male,Owned,1
156.045,264.7,other so,London,2 adults,Two or m,Female,Public r,0
62.029090000000004,71.89,other so,North Ea,1 adult,No child,Female,Public r,0
182.0339,422.91,earnings,North We,1 adult,No child,Male,Owned,1
913.9467,1184.99,earnings,South Ea,2 adults,Two or m,Male,Private,1
794.2601,863.74,earnings,South Ea,2 adults,One chil,Female,Owned,1
1175.0,1184.99,earnings,South Ea,2 adults,No child,Male,Private,1
703.5249,1184.99,earnings,South Ea,2 adults,No child,Male,Owned,1
132.6524,146.042,other so,West Mid,1 adult,No child,Female,Owned,1
222.115,265.0245,other so,Eastern,1 adult,No child,Female,Owned,0
383.9504,393.6,other so,North We,2 adults,No child,Male,Owned,1
118.0622,225.0,other so,North We,1 adult,Two or m,Female,Private,1
120.7715,224.99200000000002,other so,Scotland,1 adult,No child,Female,Public r,0
840.7623,1184.99,earnings,London,2 adults,Two or m,Male,Owned,1
348.8951,496.92,earnings,South Ea,1 adult,One chil,Female,Owned,1
86.67797,189.8645,other so,North We,1 adult,No child,Male,Owned,0
133.1508,248.717,other so,North We,1 adult,No child,Female,Owned,0
320.9659,482.6,other so,East Mid,1 adult,No child,Female,Owned,1
126.3655,504.042,other so,Wales,1 adult,No child,Male,Owned,1
299.2182,137.35,earnings,North We,2 adults,Two or m,Male,Private,1
172.4646,101.0,other so,West Mid,1 adult,No child,Male,Public r,1
600.955,621.51,other so,West Mid,4 and mo,No child,Female,Private,1
1175.0,1184.99,earnings,South We,2 adults,Two or m,Male,Private,1
718.955,1184.99,other so,South We,2 adults,No child,Male,Owned,1
311.91,35.25,other so,South We,1 adult,No child,Male,Owned,0
664.3968,966.67,earnings,North We,4 and mo,No child,Male,Public r,1
1022.3510000000001,1184.99,other so,South Ea,4 and mo,One chil,Male,Owned,1
144.24,250.0,other so,Northern,1 adult,One chil,Female,Private,1
302.4909,554.16,earnings,South We,1 adult,No child,Male,Private,1
788.7659,947.78,earnings,Yorkshir,2 adults,No child,Male,Private,1
346.8081,491.23,earnings,North We,2 adults,No child,Male,Owned,1
392.3554,496.57,earnings,East Mid,1 adult,Two or m,Female,Owned,1
1175.0,985.5875,other so,East Mid,1 adult,No child,Male,Owned,1
446.5319,11.93,other so,Eastern,2 adults,No child,Male,Owned,1
147.7924,755.8625,other so,Scotland,1 adult,No child,Male,Owned,1
253.49,255.2395,other so,Northern,2 adults,No child,Male,Owned,1
274.4559,628.125,earnings,South We,2 adults,No child,Male,Owned,1
323.31,159.8,other so,North We,4 and mo,No child,Male,Public r,1
216.0575,336.5215,other so,North Ea,2 adults,No child,Male,Owned,1
371.9929,353.0,other so,North Ea,2 adults,No child,Male,Owned,1
473.0348,462.79,other so,Wales,1 adult,No child,Male,Private,1
648.2585,857.3,earnings,Yorkshir,2 adults,One chil,Male,Owned,1
545.5676,868.5291,earnings,South We,2 adults,One chil,Male,Owned,1
350.9784,280.512,other so,London,1 adult,No child,Female,Owned,1
408.2996,587.92,earnings,West Mid,2 adults,One chil,Male,Owned,1
217.8718,180.135,other so,Scotland,2 adults,No child,Male,Owned,1
297.6811,540.675,earnings,Wales,2 adults,No child,Male,Owned,1
521.9958,567.97,earnings,North We,2 adults,No child,Male,Public r,1
590.0936,1184.99,earnings,West Mid,2 adults,No child,Male,Owned,1
697.8867,1184.99,other so,Wales,2 adults,No child,Male,Owned,1
616.6768,1184.99,earnings,Scotland,2 adults,Two or m,Male,Owned,1
437.8954,619.91,earnings,London,1 adult,No child,Male,Private,1
494.3659,666.98,earnings,South We,2 adults,Two or m,Male,Owned,1
210.4602,344.64,earnings,Eastern,1 adult,No child,Female,Owned,1
271.5064,479.72,earnings,South Ea,2 adults,Two or m,Male,Private,1
560.4540000000001,424.865,other so,East Mid,1 adult,No child,Male,Owned,0
422.3229,813.57,earnings,Eastern,2 adults,Two or m,Male,Owned,1
84.565,28.0,other so,Eastern,1 adult,No child,Female,Public r,1
71.385,258.84,other so,West Mid,2 adults,No child,Male,Public r,0
69.62849,71.0,other so,London,1 adult,No child,Female,Public r,1
171.4688,159.14,other so,Yorkshir,1 adult,No child,Female,Public r,0
670.5627,571.04,earnings,West Mid,2 adults,No child,Male,Public r,1
1175.0,637.5025,other so,South Ea,2 adults,No child,Male,Owned,1
804.0643,1119.14,earnings,North We,3 adults,No child,Female,Owned,1
483.6899,779.6619999999999,other so,North We,2 adults,No child,Male,Owned,1
175.11,164.05,earnings,North We,2 adults,No child,Female,Public r,0
149.285,225.27200000000002,other so,North We,1 adult,No child,Female,Public r,1
233.2985,132.45,earnings,Scotland,1 adult,One chil,Female,Owned,1
523.2203,717.2133,earnings,Scotland,2 adults,No child,Male,Owned,1
633.7046,329.574,other so,Scotland,2 adults,No child,Male,Public r,0
119.9838,180.202,other so,Yorkshir,1 adult,No child,Male,Owned,0
221.225,127.19,other so,South Ea,1 adult,No child,Male,Private,1
443.3437,452.85,other so,South Ea,1 adult,Two or m,Female,Private,1
358.0379,511.42,earnings,South We,2 adults,No child,Male,Private,1
160.8651,135.042,other so,Eastern,1 adult,No child,Male,Owned,0
362.4124,1184.99,earnings,South We,2 adults,No child,Female,Owned,1
1175.0,837.02,earnings,West Mid,1 adult,No child,Male,Owned,1
426.2026,465.13,other so,Eastern,1 adult,Two or m,Female,Private,1
746.1339999999999,1184.99,earnings,Scotland,2 adults,One chil,Male,Owned,1
218.6387,321.5765,other so,South Ea,2 adults,No child,Male,Owned,1
225.65,368.15,other so,Wales,3 adults,One chil,Male,Owned,1
193.7714,226.882,other so,Eastern,1 adult,No child,Female,Owned,0
80.505,76.0,other so,Yorkshir,1 adult,No child,Male,Public r,0
389.4638,178.84,other so,South We,2 adults,No child,Female,Owned,1
180.1319,174.2125,other so,North We,1 adult,No child,Male,Owned,1
169.83,185.96200000000002,other so,North We,1 adult,No child,Male,Public r,0
409.0,302.04200000000003,other so,Northern,2 adults,No child,Female,Public r,1
336.1731,1184.99,earnings,Eastern,2 adults,No child,Male,Owned,1
420.8386,1039.002,earnings,Yorkshir,2 adults,No child,Male,Owned,1
1175.0,1184.99,earnings,West Mid,1 adult,No child,Male,Owned,1
262.9869,372.155,earnings,London,2 adults,No child,Female,Public r,1
340.87,629.73,earnings,West Mid,2 adults,One chil,Male,Private,1
293.6984,182.22400000000002,other so,North Ea,2 adults,No child,Male,Public r,0
207.0109,323.47,other so,London,1 adult,Two or m,Female,Public r,1
419.4462,250.46400000000003,other so,Yorkshir,2 adults,No child,Male,Owned,0
734.3442,486.65,earnings,Scotland,2 adults,Two or m,Male,Private,1
1175.0,1184.99,other so,London,2 adults,No child,Male,Owned,1
154.0092,138.85,other so,London,1 adult,No child,Male,Owned,1
87.80451,119.875,other so,Wales,1 adult,No child,Female,Owned,0
73.35502,253.722,other so,Yorkshir,1 adult,No child,Male,Owned,0
83.65233,236.80200000000002,other so,London,1 adult,No child,Male,Owned,0
202.7275,316.612,other so,Eastern,1 adult,No child,Female,Private,0
320.8998,200.3,earnings,Scotland,2 adults,One chil,Male,Public r,1
264.9657,255.77,earnings,West Mid,1 adult,No child,Male,Owned,1
935.0621,1177.58,earnings,Scotland,2 adults,Two or m,Male,Owned,1
324.0061,1184.99,earnings,North We,2 adults,One chil,Male,Owned,1
651.8721,657.72,other so,South Ea,2 adults,No child,Male,Owned,1
158.1857,253.662,other so,South We,1 adult,No child,Female,Public r,0
303.295,300.28,earnings,Northern,2 adults,No child,Male,Private,1
729.534,1034.13,earnings,South We,2 adults,No child,Male,Owned,1
182.9773,798.13,earnings,East Mid,2 adults,No child,Male,Owned,1
147.292,285.862,other so,South Ea,1 adult,No child,Female,Owned,0
1175.0,580.9865,other so,Yorkshir,2 adults,No child,Male,Owned,1
414.2078,628.7625,earnings,South Ea,2 adults,Two or m,Female,Owned,1
1175.0,617.23,earnings,South Ea,2 adults,Two or m,Female,Owned,1
585.3132,549.96,earnings,West Mid,1 adult,No child,Male,Owned,0
62.8,135.96200000000002,other so,West Mid,1 adult,No child,Female,Owned,0
1033.229,1151.13,earnings,Scotland,4 and mo,One chil,Male,Owned,1
243.2704,349.5,earnings,North We,1 adult,No child,Female,Public r,1
559.3931,773.3915,earnings,North We,3 adults,No child,Male,Owned,1
488.5775,359.64,other so,London,1 adult,No child,Male,Owned,1
804.4208,1184.99,earnings,Yorkshir,4 and mo,No child,Male,Owned,1
421.5355,820.53,earnings,West Mid,2 adults,One chil,Male,Private,1
212.657,321.39,other so,South We,1 adult,No child,Male,Private,1
678.2206,401.0695,other so,Scotland,1 adult,No child,Female,Owned,1
364.7158,203.7,other so,South Ea,1 adult,Two or m,Female,Owned,1
540.6191,988.42,earnings,London,1 adult,No child,Male,Owned,1
690.1537,883.6,earnings,North We,3 adults,Two or m,Male,Owned,1
85.78,113.81,other so,South We,1 adult,No child,Female,Private,1
210.1594,172.875,other so,North Ea,1 adult,No child,Female,Owned,0
223.0905,464.912,other so,Wales,2 adults,No child,Male,Owned,1
121.725,146.042,other so,West Mid,1 adult,No child,Female,Public r,0
218.1995,218.907,other so,North We,1 adult,No child,Female,Public r,0
367.9428,669.54,earnings,Yorkshir,2 adults,No child,Female,Private,1
173.3776,154.15,other so,Yorkshir,1 adult,No child,Female,Owned,1
1114.963,1184.99,other so,Eastern,3 adults,No child,Male,Owned,1
474.825,228.7565,other so,Northern,2 adults,No child,Male,Public r,0
293.8713,495.21,earnings,Wales,2 adults,Two or m,Female,Public r,1
260.7752,618.59,earnings,West Mid,2 adults,Two or m,Male,Public r,1
156.47,305.872,other so,London,1 adult,No child,Male,Private,1
234.7757,557.725,earnings,South Ea,2 adults,No child,Male,Owned,1
959.1503,1184.99,other so,East Mid,2 adults,No child,Male,Owned,1
354.6234,500.33,earnings,Yorkshir,2 adults,One chil,Male,Owned,1
747.9549,500.394,other so,North We,2 adults,No child,Male,Owned,1
259.6932,338.77,other so,London,2 adults,Two or m,Male,Public r,0
68.745,143.01,other so,South Ea,1 adult,No child,Female,Public r,0
141.64,106.0,other so,East Mid,1 adult,No child,Female,Private,1
417.4809,1089.895,earnings,Yorkshir,2 adults,No child,Male,Owned,1
116.9044,175.362,other so,Eastern,1 adult,No child,Female,Public r,0
602.4761,758.38,earnings,Yorkshir,2 adults,One chil,Female,Private,1
209.9197,248.8,other so,North We,2 adults,One chil,Female,Public r,1
461.8573,469.26,other so,North Ea,2 adults,One chil,Female,Public r,1
466.1676,1184.99,earnings,London,2 adults,No child,Male,Private,1
98.945,125.052,other so,Eastern,1 adult,No child,Male,Public r,1
213.25099999999998,346.42,earnings,North We,1 adult,No child,Male,Owned,1
598.9372,820.15,earnings,South Ea,2 adults,No child,Male,Owned,1
1060.7169999999999,1184.99,earnings,South Ea,3 adults,No child,Female,Owned,1
888.4746,1184.99,earnings,South Ea,3 adults,No child,Female,Owned,1
458.8332,1184.99,earnings,South Ea,3 adults,No child,Female,Owned,1
364.9726,473.9565,other so,South Ea,2 adults,No child,Male,Owned,1
825.2622,813.18,earnings,East Mid,2 adults,One chil,Male,Owned,1
288.0144,584.535,earnings,Wales,2 adults,No child,Male,Private,1
570.7032,55.065,other so,West Mid,2 adults,Two or m,Male,Owned,1
1107.94,918.22,earnings,South We,2 adults,Two or m,Male,Private,1
764.4304,1065.869,other so,Eastern,2 adults,No child,Male,Owned,1
1175.0,1184.99,earnings,South Ea,2 adults,Two or m,Female,Owned,1
504.9369,958.89,earnings,Northern,2 adults,No child,Male,Owned,1
470.6861,614.12,other so,North Ea,1 adult,No child,Female,Owned,1
538.7188,1007.75,earnings,West Mid,2 adults,One chil,Male,Private,1
413.1372,447.15,other so,Wales,1 adult,Two or m,Female,Owned,1
785.7336,1184.99,earnings,East Mid,2 adults,Two or m,Male,Owned,1
953.1183,947.51,earnings,Eastern,4 and mo,One chil,Female,Owned,1
832.8576,365.39,earnings,Wales,2 adults,No child,Female,Private,1
1175.0,1184.99,earnings,South We,2 adults,No child,Male,Owned,1
142.9218,460.03,earnings,West Mid,1 adult,No child,Male,Owned,1
228.3714,978.14,earnings,London,1 adult,No child,Female,Owned,1
91.79843000000001,228.077,other so,Eastern,1 adult,No child,Female,Owned,0
334.2944,945.13,other so,South We,1 adult,No child,Male,Owned,1
333.5143,150.77,other so,London,1 adult,No child,Female,Public r,0
140.5791,475.19,earnings,North Ea,2 adults,No child,Female,Owned,1
422.7752,555.2615,earnings,South We,2 adults,No child,Male,Owned,1
708.8973,1074.34,earnings,London,3 adults,No child,Female,Private,1
1175.0,1164.36,earnings,Northern,2 adults,No child,Male,Owned,1
110.73899999999999,210.71200000000002,other so,East Mid,1 adult,No child,Female,Owned,0
261.0652,510.87,earnings,North We,2 adults,No child,Male,Owned,1
301.0199,670.37,earnings,Scotland,4 and mo,No child,Female,Owned,1
261.8738,525.484,other so,London,2 adults,No child,Female,Owned,0
312.964,577.19,earnings,West Mid,1 adult,One chil,Female,Owned,1
